0849,0,0,0,0,0,0,0,0,0,0,0,0
0849,0,0,0,0,0,0,0,0,0,0,0,0
0849,0,0,0,0,0,0,0,0,0,0,0,0
0849,1.39836,0.741858,0.309353,0,0.691112,1.32911,0.304069,0.759521,0.108357,0.0170901,0,0.582675
0849,1.45712,0.83932,0.00393984,0.467898,0.742962,1.06106,0.192632,0.532715,0.0488993,0.0864065,0.252071,1.35475
0849,1.82171,0.32712,0.775623,0.0513214,0.665061,0.26737,0.743947,0.336721,0.0665749,0.0233543,0.136849,0.662276
0849,2.21827,0.050369,0.179814,0.942424,0.205838,0.433707,0.692618,0.596024,0.0187949,0.0138245,0.0533955,0.174905
0849,1.41874,0.170813,0.00119463,0.223685,1.20305,1.03119,0.315392,0.738705,0.345192,0.010522,0,1.74619
0849,0.844615,0.58433,0.243445,0.203018,0.772743,0.816462,0.379043,0.772549,0.493964,0.0454276,0.0639901,1.84035
0849,2.8157,0.119964,0.00455295,0.00467625,0.387165,0.590001,0.637531,0.272149,0.185796,0.00414825,0,1.93862
0849,4.02101,0.195956,0.174732,0,0.172756,0.175378,0.0415486,0.985799,0.384136,0,0,0.127511
0849,4.17622,0,0,0.171368,0.0291422,0.0879866,0.704526,1.14927,0.271307,0.0593357,0.143237,0.187778
0849,4.2884,0.142388,0.00340171,0.509652,0.350015,0.0999965,0.509784,0.715065,0,0,0,0.0117091
0849,3.72832,0.0452584,0.0297622,0.232794,2.96863,0.304249,0.547611,0.479313,0.499843,0.021622,0,0
0849,3.69497,0.136202,0.291964,0,3.30822,0.436684,0.296335,0.352212,0.393125,0,0,0
0849,3.8301,0.192499,0.206729,0,2.45738,0.0378488,0.19829,0.804873,0.243295,0.527372,0.0161924,0.114861
0849,2.63971,0.0397006,1.005,0.200155,1.73058,0.160155,0.151729,2.38541,0.208803,0,0,0.643594
0849,3.24857,0.278791,0.544495,0.235311,1.59051,0.0698418,0.563902,2.47594,0.11099,0,0,0.234544
0849,3.84322,0.214967,0,0,1.47647,0.14126,0.121623,2.65753,0.0931537,0.508044,0.128258,0
0849,4.00555,0,0.311466,0,1.74241,0.0441033,0.597457,2.40229,0.128452,0,0.00305186,0.0165123
0849,3.97515,0.308405,0.00535911,0.00177504,1.87107,0.432178,0.091988,2.54502,0,0,0.00286695,0
0849,3.93308,0.205172,0.105399,0,2.87279,0.0247876,0.839307,1.40036,0.136705,0,0.0034536,0
0849,3.66737,0.13879,0.0882296,0,3.28802,0.0472857,0.699758,1.72583,0.123955,0,0.00447874,0
0849,3.14535,0.180885,0.521211,0.00804855,3.4782,0.511686,0.18619,1.61759,0.0487944,0.0457521,0.0874981,0.0317313
0849,2.55356,0.20802,0.652637,0.162751,2.82877,0.332394,0.148253,2.84566,0.0910418,0.0420967,0.0136343,0
0849,3.23809,0.215998,0.60737,0,2.70173,0.127193,0.689821,2.516,0.100327,0.0683744,0.248293,0
0849,3.44644,0.258884,0.132044,0.0949875,2.15316,0.0989441,0.0486331,2.45714,0,0,0.175955,0.281914
0849,3.75654,0.0128683,0.224717,0,2.1066,0,0.648328,1.28424,0.291552,0.033603,0.0804099,0
0849,3.82818,0.153225,0.0336468,0,2.63364,0.152649,0.35694,1.20739,0.241891,0.0107686,0.00113852,0
0849,4.03229,0.157309,0.101959,0,2.52876,0.0510861,0.290873,1.21467,0.134938,0.109747,0,0
0849,0.424247,0.459428,2.78427,0,0.102233,1.98858,0.50607,0.75799,0.0876674,0.295406,0.0849281,0
0849,1.08146,0.190975,2.68054,0,0,3.11455,0.830737,0.0590718,0.10277,0.214107,0,0
0849,1.83101,0.0455151,1.87953,0.325396,0,3.13578,0.766543,0.0852712,0.0766286,0.281798,0.0508697,0
0849,1.98248,0.166823,1.77154,0,0,2.91621,0.595572,0.381736,0.116464,0.29064,0,0
0849,2.13225,0.351267,1.6684,0.00667316,0,3.03371,0.748876,0,0.410131,0.273652,0.134879,0.0261743
0849,0.626624,0.161063,0.995035,0.251459,0.251147,2.56197,0.363065,0.762051,0.165945,0.0107227,0,2.10478
0849,1.21707,0.110716,1.66398,0,0.0737819,2.72232,0.664864,0.0396917,0.328214,0,0,1.81045
0849,1.46779,0.225923,1.35085,0.574343,0.00314795,3.03228,0.294891,0.210637,0.217008,0.176888,0.120932,1.68818
0849,1.22855,0.299471,0.858497,0,0.972345,1.27185,0.791966,0.2593,0.677362,1.95931,0.00316851,0.553439
0849,1.47795,0.240489,1.84305,0,0.102104,2.28246,0.81126,0.0993409,0.480451,1.79447,0.0769083,0.195095
0849,1.30489,0.235377,1.59682,0.0130641,0.443599,2.45512,0.315553,0.0834774,0.316199,1.61629,0,0.686837
0849,0.487926,0.153731,0.774374,0,0.691333,1.29069,0.3436,0.176536,0.545377,0.378454,0,2.69452
0849,1.31084,0,1.54323,0,0.40312,2.55667,0.668867,0.0536625,0.567883,0.242979,0,1.80156
0849,1.44186,0.196363,2.07148,0.303888,0.0110597,1.96963,0.148096,0.153754,0,0.119195,0.00234907,1.93887
0849,0.920596,0.104522,2.49701,0,0.39698,1.50138,0.442993,0.22265,0.117322,0.294062,0.206102,1.22031
0849,1.67423,0.194209,2.35673,0.128916,0,2.03961,0.557544,0.277751,0.165722,0.545713,0,0.804887
0849,2.18096,0.234663,1.74771,0.391397,0.00426751,1.36829,0.459295,0.572234,0.477084,0.140728,0.0832368,1.59765
0849,1.86511,0.187518,1.58139,0,0,0.895658,0.552096,1.79056,0.877456,0,0,0.872275
0849,2.07902,0.270498,1.66802,0.0315562,0,1.02514,0.469502,1.92146,0.312881,0,0,0.809173
0849,2.26251,0.0711701,1.36193,0.232741,0.130765,0.281453,0.617187,0.588506,0.969551,1.84297,0.117995,0.306243
0849,1.05167,0.183421,2.13471,0.0817673,0.159432,1.45796,0.754041,0.187458,0.500304,1.90584,0.181228,0.318777
0849,1.45559,0.12955,1.5215,0.433871,0.080442,1.8098,0.742894,0.582838,0.114759,1.90644,0.355594,0.0478098
0849,2.20798,0.100179,0.804132,0.008981,1.1097,1.16187,0.0546098,0.360383,0.466529,1.72163,0.124037,0.0357325
0849,2.75292,0.171764,1.06336,0,0.668999,1.36496,0.0130148,0.273742,0.181807,1.84963,0,0.0428092
0849,2.47377,0.0311077,0.609181,0.00777256,0.54971,0.0735513,0.265844,2.16785,0.326697,0.0513789,1.92572,0
0849,2.39653,0.000506795,0.761767,0.0155184,0,0.0767032,0.775211,2.59948,0.177893,0.0390375,1.79121,0.0366978
0849,2.48171,0.18422,0.837085,0.00799667,0.459073,0.09893,0.0422682,2.53707,0.124298,0.0200424,1.75869,0.226416
0849,2.43836,0.13403,0.748669,0.0215698,0.118563,0.0397389,0.455758,2.12577,0.15425,0.0214937,1.81548,0
0849,2.45933,0.164577,0.688731,0,0.226464,0.0667042,0.155275,3.08879,0.135087,0.00160903,1.43461,0
0849,2.37155,0.308132,0.345354,0,0.362684,0.363588,0.411685,2.7789,0.0909291,0,1.40704,0.0806318
0849,2.38298,0.180761,0.516719,0.0161242,0.802454,0.597388,0,2.49765,0.0890413,0,1.55616,0.306988
0849,1.76253,0.238324,0.767873,0.0106008,1.96064,0.370462,0.197744,2.0794,0.136571,0,1.47849,0
0849,2.03329,0.185172,1.00058,0,1.76471,0.365845,0.271695,2.26476,0.110818,0,1.38601,0
0849,2.55288,0.167405,0.520993,0.10269,1.75181,0.151011,0.0738824,2.29227,0.0517215,0,1.57641,0.160165
