0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1.39836,0.741858,0.309353,0,0.691112,1.32911,0.304069,0.759521,0.108357,0.0170901,0,0.582675
1.45712,0.83932,0.00393984,0.467898,0.742962,1.06106,0.192632,0.532715,0.0488993,0.0864065,0.252071,1.35475
1.82171,0.32712,0.775623,0.0513214,0.665061,0.26737,0.743947,0.336721,0.0665749,0.0233543,0.136849,0.662276
2.21827,0.050369,0.179814,0.942424,0.205838,0.433707,0.692618,0.596024,0.0187949,0.0138245,0.0533955,0.174905
1.41874,0.170813,0.00119463,0.223685,1.20305,1.03119,0.315392,0.738705,0.345192,0.010522,0,1.74619
0.844615,0.58433,0.243445,0.203018,0.772743,0.816462,0.379043,0.772549,0.493964,0.0454276,0.0639901,1.84035
2.8157,0.119964,0.00455295,0.00467625,0.387165,0.590001,0.637531,0.272149,0.185796,0.00414825,0,1.93862
4.02101,0.195956,0.174732,0,0.172756,0.175378,0.0415486,0.985799,0.384136,0,0,0.127511
4.17622,0,0,0.171368,0.0291422,0.0879866,0.704526,1.14927,0.271307,0.0593357,0.143237,0.187778
4.2884,0.142388,0.00340171,0.509652,0.350015,0.0999965,0.509784,0.715065,0,0,0,0.0117091
3.72832,0.0452584,0.0297622,0.232794,2.96863,0.304249,0.547611,0.479313,0.499843,0.021622,0,0
3.69497,0.136202,0.291964,0,3.30822,0.436684,0.296335,0.352212,0.393125,0,0,0
3.8301,0.192499,0.206729,0,2.45738,0.0378488,0.19829,0.804873,0.243295,0.527372,0.0161924,0.114861
2.63971,0.0397006,1.005,0.200155,1.73058,0.160155,0.151729,2.38541,0.208803,0,0,0.643594
3.24857,0.278791,0.544495,0.235311,1.59051,0.0698418,0.563902,2.47594,0.11099,0,0,0.234544
3.84322,0.214967,0,0,1.47647,0.14126,0.121623,2.65753,0.0931537,0.508044,0.128258,0
4.00555,0,0.311466,0,1.74241,0.0441033,0.597457,2.40229,0.128452,0,0.00305186,0.0165123
3.97515,0.308405,0.00535911,0.00177504,1.87107,0.432178,0.091988,2.54502,0,0,0.00286695,0
3.93308,0.205172,0.105399,0,2.87279,0.0247876,0.839307,1.40036,0.136705,0,0.0034536,0
3.66737,0.13879,0.0882296,0,3.28802,0.0472857,0.699758,1.72583,0.123955,0,0.00447874,0
3.14535,0.180885,0.521211,0.00804855,3.4782,0.511686,0.18619,1.61759,0.0487944,0.0457521,0.0874981,0.0317313
2.55356,0.20802,0.652637,0.162751,2.82877,0.332394,0.148253,2.84566,0.0910418,0.0420967,0.0136343,0
3.23809,0.215998,0.60737,0,2.70173,0.127193,0.689821,2.516,0.100327,0.0683744,0.248293,0
3.44644,0.258884,0.132044,0.0949875,2.15316,0.0989441,0.0486331,2.45714,0,0,0.175955,0.281914
3.75654,0.0128683,0.224717,0,2.1066,0,0.648328,1.28424,0.291552,0.033603,0.0804099,0
3.82818,0.153225,0.0336468,0,2.63364,0.152649,0.35694,1.20739,0.241891,0.0107686,0.00113852,0
4.03229,0.157309,0.101959,0,2.52876,0.0510861,0.290873,1.21467,0.134938,0.109747,0,0
0.424247,0.459428,2.78427,0,0.102233,1.98858,0.50607,0.75799,0.0876674,0.295406,0.0849281,0
1.08146,0.190975,2.68054,0,0,3.11455,0.830737,0.0590718,0.10277,0.214107,0,0
1.83101,0.0455151,1.87953,0.325396,0,3.13578,0.766543,0.0852712,0.0766286,0.281798,0.0508697,0
1.98248,0.166823,1.77154,0,0,2.91621,0.595572,0.381736,0.116464,0.29064,0,0
2.13225,0.351267,1.6684,0.00667316,0,3.03371,0.748876,0,0.410131,0.273652,0.134879,0.0261743
0.626624,0.161063,0.995035,0.251459,0.251147,2.56197,0.363065,0.762051,0.165945,0.0107227,0,2.10478
1.21707,0.110716,1.66398,0,0.0737819,2.72232,0.664864,0.0396917,0.328214,0,0,1.81045
1.46779,0.225923,1.35085,0.574343,0.00314795,3.03228,0.294891,0.210637,0.217008,0.176888,0.120932,1.68818
1.22855,0.299471,0.858497,0,0.972345,1.27185,0.791966,0.2593,0.677362,1.95931,0.00316851,0.553439
1.47795,0.240489,1.84305,0,0.102104,2.28246,0.81126,0.0993409,0.480451,1.79447,0.0769083,0.195095
1.30489,0.235377,1.59682,0.0130641,0.443599,2.45512,0.315553,0.0834774,0.316199,1.61629,0,0.686837
0.487926,0.153731,0.774374,0,0.691333,1.29069,0.3436,0.176536,0.545377,0.378454,0,2.69452
1.31084,0,1.54323,0,0.40312,2.55667,0.668867,0.0536625,0.567883,0.242979,0,1.80156
1.44186,0.196363,2.07148,0.303888,0.0110597,1.96963,0.148096,0.153754,0,0.119195,0.00234907,1.93887
0.920596,0.104522,2.49701,0,0.39698,1.50138,0.442993,0.22265,0.117322,0.294062,0.206102,1.22031
1.67423,0.194209,2.35673,0.128916,0,2.03961,0.557544,0.277751,0.165722,0.545713,0,0.804887
2.18096,0.234663,1.74771,0.391397,0.00426751,1.36829,0.459295,0.572234,0.477084,0.140728,0.0832368,1.59765
1.86511,0.187518,1.58139,0,0,0.895658,0.552096,1.79056,0.877456,0,0,0.872275
2.07902,0.270498,1.66802,0.0315562,0,1.02514,0.469502,1.92146,0.312881,0,0,0.809173
2.26251,0.0711701,1.36193,0.232741,0.130765,0.281453,0.617187,0.588506,0.969551,1.84297,0.117995,0.306243
1.05167,0.183421,2.13471,0.0817673,0.159432,1.45796,0.754041,0.187458,0.500304,1.90584,0.181228,0.318777
1.45559,0.12955,1.5215,0.433871,0.080442,1.8098,0.742894,0.582838,0.114759,1.90644,0.355594,0.0478098
2.20798,0.100179,0.804132,0.008981,1.1097,1.16187,0.0546098,0.360383,0.466529,1.72163,0.124037,0.0357325
2.75292,0.171764,1.06336,0,0.668999,1.36496,0.0130148,0.273742,0.181807,1.84963,0,0.0428092
2.47377,0.0311077,0.609181,0.00777256,0.54971,0.0735513,0.265844,2.16785,0.326697,0.0513789,1.92572,0
2.39653,0.000506795,0.761767,0.0155184,0,0.0767032,0.775211,2.59948,0.177893,0.0390375,1.79121,0.0366978
2.48171,0.18422,0.837085,0.00799667,0.459073,0.09893,0.0422682,2.53707,0.124298,0.0200424,1.75869,0.226416
2.43836,0.13403,0.748669,0.0215698,0.118563,0.0397389,0.455758,2.12577,0.15425,0.0214937,1.81548,0
2.45933,0.164577,0.688731,0,0.226464,0.0667042,0.155275,3.08879,0.135087,0.00160903,1.43461,0
2.37155,0.308132,0.345354,0,0.362684,0.363588,0.411685,2.7789,0.0909291,0,1.40704,0.0806318
2.38298,0.180761,0.516719,0.0161242,0.802454,0.597388,0,2.49765,0.0890413,0,1.55616,0.306988
1.76253,0.238324,0.767873,0.0106008,1.96064,0.370462,0.197744,2.0794,0.136571,0,1.47849,0
2.03329,0.185172,1.00058,0,1.76471,0.365845,0.271695,2.26476,0.110818,0,1.38601,0
2.55288,0.167405,0.520993,0.10269,1.75181,0.151011,0.0738824,2.29227,0.0517215,0,1.57641,0.160165
3.44055,0.350485,0.0151365,0.0147094,2.19875,0.532311,0.116795,1.48159,0.136227,0,1.37075,0
3.51029,0.145983,0.0878706,0.18033,1.72008,0.322735,0.400059,1.51412,0.0186394,0,1.41007,0
2.13909,0.415056,0.403763,0.00181022,1.39404,0.234291,0.0763489,0.0183059,0.16475,3.4812,0.154276,0
0.926715,0.421581,0.530333,0.000466323,1.52716,0.0413033,0.381146,0.268855,0.305402,3.26726,0,0
1.46115,0.651438,0.0473636,0,1.5405,0.0311075,0.454735,0.463864,0.126099,3.38674,0,0
2.74835,0.113768,0.555429,0.149972,1.17193,0.268229,0.0785361,0.678319,0.189508,2.98648,0.0563528,0
3.46187,0.163503,0.616089,0.157295,1.0125,0.146789,0.678977,0.567327,0.152339,2.48073,0.427582,0
3.43606,0.11245,0.00901582,0.0995223,0.792327,0.503447,0.343128,0.601942,0.117602,2.21097,0.619226,0.149094
1.50524,0.0360787,0.25951,0.273567,0.168833,1.51473,0.0658091,0.449348,0.193353,3.04202,0,0.404356
1.95234,0,0.0446907,0.0955919,0.113802,2.41429,0.942078,0.113149,0.166189,3.20261,0.138722,0.0772946
0.59357,0.113606,0.0530669,0.632509,0.489411,1.97449,0.755515,0.05008,0.121475,3.17914,0.0446287,0.838589
0.162725,0.182196,0.40934,0.159972,0.631011,1.29729,0.9935,0.260592,0.307434,1.31925,0,2.05053
0.971263,0.24815,0,0.199317,0.0571076,1.12459,1.31412,0.442863,0.1333,1.23888,0.103863,1.99335
1.17941,0.101309,0.580533,0.482202,0.29838,1.53649,0.699099,0,0,1.19837,0.0847776,2.23857
3.12405,0.787434,0.305458,0.397038,1.02612,0.0461609,0.408637,2.1545,0.107033,0.0578923,0.105106,0
3.90793,0.281696,0.0279105,0.364233,0.0476144,0.117937,0.67312,1.77278,0.156062,0,0.000848182,0.439511
3.95251,0.105716,0.222385,0.128949,1.03343,0,0.472312,1.52235,0.0940361,0.0502343,0.08512,0.561617
3.44156,0.482781,0,0.0683315,1.23684,2.02642,0.612889,0.894218,0.177605,0.336971,0.00496626,0.266796
3.69427,0.226377,0.41081,0.0529086,0.264763,1.57574,0.691794,1.48979,0,0.000515645,0.00309434,0.602083
3.79456,0.201747,0.448484,0.0178143,1.53621,0.763297,0,1.41432,0.167855,0.000646631,0.235044,0.0327973
2.88682,0.708444,0.184984,0.0037005,3.18181,0.220617,0.686086,0.619835,0.123913,0.0271114,0.00189695,0
3.74554,0.130118,0.236808,0.444258,2.4295,0.243932,0.223423,1.1405,0.136655,0.0519208,0.00758841,0
3.19717,0.181143,0.99341,0.626202,2.308,0.574444,0.154088,0.618378,0.122434,0.12953,0.00157201,0
1.08657,0.264454,2.89742,0,0.657452,0.197082,0.485436,1.95595,0.571859,0.172073,0,0
1.64711,0.281675,2.74235,0,0.996094,0.523822,0.347472,1.38891,0.216139,0.192479,0,0
2.29257,0.243641,0.675587,0.29284,2.73459,0.10756,0.42727,0.228817,0.679297,0.169886,0,0
2.54185,0.148783,0.894376,0.336329,2.66621,0.0335831,0.699743,0.125915,0.435784,0.0910755,0.000243348,0.0480115
3.55043,0.199224,0.776867,0.0174749,3.01381,0,0.510162,0.203058,0.0997811,0.126725,0.00330786,0
1.1809,0.521214,2.76115,0,1.24156,0.214426,0.461958,1.23581,0.717775,0.272773,0,0
1.33035,0.262724,2.98921,0.00174631,1.18489,0.34376,0.793527,1.47279,0.484961,0.203938,0.241047,0
0.497553,0.256729,2.63862,0.00463241,0.832583,0.109699,0.662891,2.12217,0,0.564314,0.652529,0.1964
0.000564409,0.401379,2.0757,0,0.216412,0.476471,0.324555,3.61587,0.0593199,0,0,0.446036
1.14477,0.0959005,1.83978,0,0.171303,0.382264,0.755185,3.38115,0.114184,0.224684,0.0424367,0.261231
0,0.561752,1.5696,0,0.375353,0.1057,0.306701,2.16101,0.168734,2.65311,0.392466,0.640074
0.766537,0.321388,1.29293,0,1.21579,0.0530404,0.680485,0.715456,0.294781,3.1046,0,0
1.19565,0.346597,1.23866,0.222156,0.952965,0.0436086,0.55011,0.564166,0.131213,3.13489,0,0
1.29735,0.34058,0.848328,0.412766,1.04639,0.0944154,0.585314,0.663713,0.0972917,3.12756,0,0.0215848
0.749904,0.256842,0.384229,0,1.40667,0.352721,0.794193,1.03087,0.197078,0.145367,3.27922,0
1.17364,0.379583,0.664305,0.00946654,1.509,0.440865,0.559729,0.592976,0.134969,0.74666,3.01389,0
1.09531,0.143876,0.715158,0.536771,0.829996,0.599118,0.761922,0.40558,0.129026,0.616566,2.83889,0
0.900301,0.232213,0.958889,0,0.296921,0.380637,0.504699,1.80345,0.151895,0.0778583,2.57326,0
0,0.275812,1.08772,0.249319,0.353251,0.499873,0.31794,2.38613,0.0393182,0,2.91124,0
0.102951,0.0808291,0.630601,0.832726,0.957878,0.55797,0.599745,2.38264,0.0863134,0,2.54595,0
0.000427994,0.0410916,0.351863,0.0342652,2.97019,0.278517,0.575098,2.04098,0.195798,0,2.14502,0.0683656
0.179675,0.0208269,0.397694,0.609609,2.969,0.331517,0.00694191,1.91979,0.132955,0.628645,1.95633,0.181205
2.93176,0.138522,0.228092,0.134168,2.79073,0.271867,0.125334,1.43582,0.307968,0,1.41825,0.0297351
3.30747,0.0497754,0.509826,0.00233232,2.62244,0.264262,0.192411,1.06171,0.378954,0,1.31724,0
3.31462,0.109516,0.325358,0.514591,1.93099,0.31322,0,0.340067,0.152265,1.54834,0.361257,0.21869
1.13796,0.477267,0.0321656,0,1.93403,0.544836,0.0804272,0.0793865,0.131668,3.60538,0,0
1.56868,0.425497,0.131474,0.663025,2.11526,0.424037,0.0208649,0.146574,0.0973593,3.42255,0.0115354,0
3.07974,0.140632,0.0131671,0.364558,1.02309,0.0396459,0.594328,0.349339,0.084007,3.55167,0.0857579,0
3.83514,0.141419,0.394461,0,1.05856,0.138341,0.533756,0.67471,0.111748,2.41543,0.00331855,0
3.99819,0.226497,0.0104896,0,0.843771,0.0635026,0.630685,0.786431,0.0935434,2.44302,0.0021811,0
3.56801,0,0.407043,0.175727,0.593265,1.44039,0.141013,0.171797,0.117921,1.00135,0,0.0772901
2.65063,0.0979187,0.293374,0,0.614622,2.8346,0.35888,0.112862,1.79257,0.0699721,0,0
2.86589,0.143897,0.0627033,0,0.00111727,2.48038,0.474012,0.107216,2.64643,0.127428,0,0
3.0311,0.0989857,0.350441,0.0946795,0.0107722,2.64844,0.431198,0.0306625,2.77567,0.144723,0.0787804,0.0345257
0.547803,0.254965,0.057712,0.280656,0.435931,1.96898,0.597502,0.153985,1.79367,0.109133,0,2.38405
1.63399,0.229274,0.0787852,0.2776,0.180689,1.99955,0.988616,0.0326825,1.7668,0.156654,0,2.22802
2.79809,0.23727,0.162943,0,0.444919,1.6228,0.4321,0.532775,1.63859,0.502189,0.109361,1.53799
3.32513,0.196441,0.297656,0,0.499687,0.368129,0.652237,2.79908,0.187135,0,0.444294,0
3.54423,0.171189,0.146768,0.101034,0.0944824,0.724641,0.14972,3.05718,0.0482066,0.146144,0.16108,0
3.04025,0.0878818,0.00633317,0.0183137,0.238072,1.96859,0.609588,1.20472,0.389201,0.223585,0.173628,0.203068
3.0966,0.155774,0.232008,0,0.0236173,2.59325,0.79729,1.58393,0.145637,0.0256486,0.135597,0.101494
3.53093,0.0977812,0.000742102,0.292252,0.0381476,2.4396,0.516264,1.77449,0.0991368,0.0698801,0.102054,0.142789
2.00104,0,0.451468,0.00696408,2.9405,0.410156,0.0291404,1.14403,0.486693,0.274473,0,0.58071
2.63382,0.196751,0.400971,0,2.67289,0.040773,0.435777,1.09859,0.337194,0,0,0.18053
2.73168,0.12749,0.376837,0,2.64363,0.0324658,0.562567,1.08637,0.0295291,0,0,0.166454
0.971403,0.131158,2.92043,0.0102595,1.67601,0.222071,0.565456,0.791276,0.746921,0.387644,0,0.0565702
0.711772,0.130256,2.55338,0.598853,0.83661,0.065005,0.676172,1.54613,0.274629,0.303073,0.407079,0.0514394
1.78222,0.165067,1.71273,0.276611,2.47894,0.138794,0.461299,0.382269,0.891042,0.472965,0,0
3.48869,0.196837,0.561272,0,2.27212,0.195124,0.298417,2.27664,0.13593,0.0133789,0.00989231,0
1.62745,0.0466031,0.759163,0,1.92413,0.040265,0.888607,2.39898,0.180876,0.292055,0,1.81237
1.81585,0.222416,0.00284176,0,2.00577,0.0866058,1.05605,2.47051,0.189109,0.0127116,0.826009,1.34349
3.07971,0.22901,0.0141072,0.00687307,3.01546,0.255984,0.362022,2.37041,0.133749,0.0284824,0.105195,0
3.20979,0,0.050981,0.0197314,3.1501,0.0456882,0.533046,2.29325,0.108688,0.0119039,0.0496041,0
2.52915,0.542571,0.475862,0.20558,2.28082,0.0571338,0.0677798,1.68129,0.375871,2.13831,0.0520863,0
